Numero,Cliente,Saldo
85646,59095,20361
85647,81425,94063
85648,68419,92760
85649,46111,52255
85650,6588,67022
85651,73262,86560
85652,35394,88364
85653,58784,23370
85654,2755,8203
85655,67393,8916
85656,81169,90747
85657,69845,37153
85658,30661,48118
85659,33573,20533
85660,74208,88487
85661,8340,84167
85662,1420,39743
85663,66815,96599
85664,98173,68482
85665,23660,36864
85666,94387,20920
85667,97300,79427
85668,65171,73298
85669,88995,85622
85670,74526,15984
85671,48694,10853
85672,77024,50554
85673,91069,36177
85674,40887,69782
85675,85901,35872
85676,98726,60319
85677,15824,69107
85678,81501,98949
85679,32786,40859
85680,75571,12102
85681,60292,42721
85682,98161,19889
85683,69495,63722
85684,18455,69428
85685,67323,1570
85686,67008,25514
85687,61598,94842
85688,9402,74161
85689,55892,21564
85690,54835,400
85691,6721,23672
85692,100797,84690
85693,37266,12930
85694,45619,48176
85695,9771,36343
85696,74160,28952
85697,96854,3527
85698,13594,19934
85699,39878,15592
85700,43073,40760
85701,31019,61558
85702,20475,43574
85703,25932,74903
85704,34487,67025
85705,6512,29340
85706,82421,93195
85707,36442,17780
85708,66192,60079
85709,29901,29183
85710,16408,44004
85711,52107,39886
85712,61948,27462
85713,56426,4777
85714,87149,52772
85715,31636,12972
85716,99100,19576
85717,97696,28403
85718,51325,73121
85719,38124,14813
85720,3415,1044
85721,26313,22243
85722,37215,54330
85723,6344,83763
85724,31681,99493
85725,91347,5780
85726,55798,24148
85727,25604,60297
85728,83578,82214
85729,8427,2060
85730,41656,80760
85731,72020,7861
85732,11342,24928
85733,97624,6273
85734,11144,5388
85735,92390,50137
85736,30278,88678
85737,81346,6012
85738,89265,93181
85739,88149,17761
85740,47922,80875
85741,54968,97173
85742,98937,38823
85743,12202,61664
85744,51821,65090
85745,64483,43822
85746,85326,54359
85747,25681,68575
85748,95800,93629
85749,93524,99837
85750,89610,88356
85751,80601,34036
85752,78353,81239
85753,89305,97364
85754,6713,85508
85755,79578,2034
85756,5314,16955
85757,39185,86281
85758,88003,30843
85759,101837,35354
85760,81805,65391
85761,8799,23486
85762,90098,62485
85763,15991,63125
85764,74309,57969
85765,47216,25149
85766,63249,43728
85767,49488,78601
85768,11613,2658
85769,17023,33022
85770,62643,31569
85771,10923,52376
85772,58044,28990
85773,12715,19874
85774,66679,70570
85775,3094,2011
85776,9587,80864
85777,62354,87277
85778,10984,59083
85779,23403,33621
85780,99876,87478
85781,23834,71072
85782,46905,47759
85783,18870,26662
85784,68034,68064
85785,86900,47312
85786,31120,67977
85787,83633,3451
85788,79974,24755
85789,50136,72348
85790,58663,6204
85791,82007,43203
85792,47425,64172
85793,51700,56152
85794,35356,64051
85795,10518,5258
85796,547,87265
85797,1970,11950
85798,71606,6019
85799,96008,6301
85800,44216,81790
85801,23500,13100
85802,33947,35732
85803,23902,32510
85804,17475,46812
85805,97230,6327
85806,5069,61874
85807,971,60497
85808,34891,51448
85809,40055,6106
85810,72857,6474
85811,2240,55766
85812,24645,78759
85813,76182,21321
85814,19389,85161
85815,48258,91070
85816,41503,15485
85817,7689,70989
85818,61674,38068
85819,24105,78735
85820,86736,84042
85821,46492,58880
85822,73535,22285
85823,1140,86070
85824,42468,69561
85825,14016,8760
85826,23862,28736
85827,18037,33353
85828,92153,4549
85829,32270,48306
85830,47757,68780
85831,44429,54172
85832,48272,91749
85833,62673,82608
85834,68459,37012
85835,45713,6666
85836,68212,74658
85837,96816,6863
85838,52303,32930
85839,67637,38621
85840,77522,34533
85841,493,37173
85842,55712,83208
85843,68429,62050
85844,1168,56347
85845,27960,9299
85846,12786,92587
85847,13634,7911
85848,3660,17052
85849,51797,75828
85850,72210,94674
85851,17117,64252
85852,76918,91131
85853,53240,71869
85854,63887,99890
85855,63730,20656
85856,39001,36263
85857,28279,106
85858,18461,29518
85859,45085,84888
85860,20159,41910
85861,53824,81190
85862,37913,37091
85863,33254,7881
85864,81695,97931
85865,56409,46697
85866,98080,46596
85867,9009,24376
85868,72330,92382
85869,53390,96643
85870,42865,94526
85871,79311,71849
85872,29774,73497
85873,78427,32984
85874,65239,95164
85875,76904,43278
85876,62604,11677
85877,57570,50899
85878,4195,60099
85879,35969,17411
85880,48318,58118
85881,12855,8442
85882,29443,52731
85883,69180,44721
85884,98710,60437
85885,57349,94494
85886,34637,15217
85887,11144,74433
85888,84638,15985
85889,96782,34608
85890,682,80359
85891,31153,65951
85892,7167,97858
85893,99803,15076
85894,83104,64825
85895,35478,67047
85896,70563,20276
85897,12823,55104
85898,43670,32496
85899,25740,66831
85900,87193,44411
85901,23758,29232
85902,96609,56889
85903,37769,49434
85904,37134,43040
85905,87944,98754
85906,3703,59578
85907,98935,95039
85908,24158,18085
85909,38806,17917
85910,66938,62171
85911,40907,23052
85912,21578,8189
85913,56103,73285
85914,84066,35224
85915,101729,89755
85916,28347,57509
85917,60574,79376
85918,81515,65432
85919,24700,23827
85920,87276,40059
85921,58352,30585
85922,67951,17953
85923,93,30179
85924,12933,84395
85925,36464,42497
85926,24875,70153
85927,90116,68710
85928,11641,14949
85929,100185,7286
85930,39789,89425
85931,89422,81344
85932,83241,52121
85933,75231,42828
85934,49673,96291
85935,4739,6590
85936,45456,30876
85937,94387,38450
85938,71296,61854
85939,90700,68493
85940,57499,63289
85941,23533,24117
85942,33777,30901
85943,58370,14123
85944,45047,33321
85945,78656,69375
85946,32390,81171
85947,12878,18258
85948,92213,98294
85949,66764,91039
85950,59125,47061
85951,97004,29890
85952,41396,31982
85953,7314,61685
85954,61743,32952
85955,15747,22518
85956,68997,74568
85957,99647,13005
85958,55728,97267
85959,38816,68340
85960,6475,63978
85961,6980,80260
85962,314,86907
85963,43515,68090
85964,57664,16591
85965,87690,72449
85966,4397,1869
85967,64836,56515
85968,5537,77966
85969,6157,45242
85970,91626,99403
85971,6854,43573
85972,47528,91622
85973,97423,1546
85974,36026,60717
85975,91971,55819
85976,58083,80083
85977,89259,82133
85978,86664,10295
85979,25637,34864
85980,63373,93881
85981,20358,28681
85982,9240,50306
85983,1252,24875
85984,46229,22224
85985,56579,98075
85986,98787,52762
85987,40913,41934
85988,25261,22393
85989,84086,20139
85990,6161,12362
85991,20053,18060
85992,47687,18494
85993,85949,85116
85994,524,73306
85995,78566,44678
85996,73299,61882
85997,101148,22620
85998,47049,52362
85999,33440,13599
86000,14998,74411
86001,100490,13779
86002,71271,34660
86003,64955,62602
86004,70258,41747
86005,32785,51570
86006,42303,9523
86007,35038,92070
86008,67011,77276
86009,18484,33401
86010,45987,23042
86011,56154,43970
86012,77166,76486
86013,92769,68788
86014,45619,14587
86015,76690,33437
86016,91583,15159
86017,55062,86184
86018,59204,17131
86019,69376,39221
86020,17844,25592
86021,5110,75508
86022,68923,93376
86023,36759,34750
86024,64690,75955
86025,16882,66587
86026,27865,20550
86027,3685,81259
86028,100835,49283
86029,12958,16649
86030,23224,11170
86031,2433,11992
86032,6270,80376
86033,99408,93707
86034,26104,21401
86035,38565,33477
86036,98443,36169
86037,25570,56325
86038,38154,20225
86039,15110,63249
86040,15718,71200
86041,46728,31474
86042,82721,90989
86043,43138,28000
86044,70162,97565
86045,76163,26370
86046,53716,78078
86047,51256,24746
86048,67312,67290
86049,7306,23784
86050,8222,96946
86051,55104,91465
86052,19618,51043
86053,62631,46480
86054,10357,50358
86055,97138,87584
86056,11353,39911
86057,9305,4360
86058,48567,34714
86059,99931,63291
86060,63300,54296
86061,24941,49392
86062,24239,76864
86063,33584,75573
86064,67728,34451
86065,27131,41275
86066,49203,43177
86067,94789,81154
86068,18061,20490
86069,79072,71276
86070,90522,35265
86071,43988,20919
86072,78813,2859
86073,54325,77666
86074,23983,25626
86075,80110,94383
86076,80774,33128
86077,35067,87051
86078,1638,68934
86079,66670,34115
86080,90121,52506
86081,38990,54495
86082,27558,24752
86083,87674,50083
86084,83436,52369
86085,16316,31420
86086,74062,94213
86087,70623,30989
86088,53443,96934
86089,19888,4905
86090,35600,58539
86091,21019,37562
86092,51325,48988
86093,23078,86030
86094,100243,54370
86095,68347,9349
86096,74937,6951
86097,63981,50925
86098,37864,56515
86099,54301,38974
86100,19117,70558
86101,71124,56176
86102,39338,12040
86103,25242,2049
86104,78251,22662
86105,1548,37246
86106,83117,91422
86107,35844,61037
86108,88759,68816
86109,96337,42210
86110,39304,23769
86111,35253,76845
86112,39485,73520
86113,48529,64072
86114,72641,37980
86115,77517,59055
86116,1488,67867
86117,47542,44789
86118,73552,92835
86119,26334,77947
86120,24956,32932
86121,96227,36558
86122,53289,67290
86123,5263,46902
86124,3419,73576
86125,45227,17191
86126,50412,67872
86127,5672,50426
86128,21655,90835
86129,18915,39246
86130,38515,6599
86131,67564,79291
86132,36670,81164
86133,37276,92225
86134,5775,6182
86135,86644,72759
86136,14292,93904
86137,46194,37557
86138,16189,19603
86139,84441,10877
86140,94085,92107
86141,79707,93218
86142,53715,3567
86143,58801,98934
86144,45522,33963
86145,77623,46136
86146,15921,17996
86147,57635,32108
86148,95148,96694
86149,100112,866
86150,79726,12812
86151,58197,89563
86152,10533,2228
86153,81711,10217
86154,6257,2756
86155,6552,62043
86156,60070,68592
86157,31695,30347
86158,89351,52952
86159,43737,92896
86160,75034,45012
86161,68726,24446
86162,57604,16004
86163,47210,74395
86164,101534,38568
86165,40770,54601
86166,34589,37554
86167,74414,95423
86168,54022,91777
86169,74387,89603
86170,36762,1476
86171,92501,40278
86172,53141,20330
86173,2859,30315
86174,66658,53877
86175,36877,63924
86176,23266,21314
86177,72387,15261
86178,86325,42664
86179,33716,22165
86180,52621,37221
86181,55031,12082
86182,55330,39354
86183,75002,27241
86184,69483,60573
86185,60249,39143
86186,99052,19370
86187,91148,65713
86188,36506,18363
86189,66789,66535
86190,12126,92398
86191,69557,58012
86192,77401,88227
86193,66538,31562
86194,53734,30570
86195,13947,31808
86196,51619,92338
86197,15404,98223
86198,15697,74217
86199,67071,86223
86200,65155,46441
86201,41175,46872
86202,47992,73194
86203,34052,22423
86204,63348,88503
86205,30974,14083
86206,97022,30061
86207,84348,98403
86208,52306,36894
86209,72746,93109
86210,44806,89606
86211,3140,25888
86212,72763,32660
86213,74350,56539
86214,65507,10697
86215,83128,87513
86216,3946,26249
86217,62709,29033
86218,58673,99325
86219,13270,24699
86220,86508,24885
86221,91501,16796
86222,49170,2368
86223,57602,66745
86224,91901,62937
86225,66056,80934
86226,34004,73539
86227,80352,75056
86228,51905,12913
86229,65059,12312
86230,33982,48741
86231,65238,8990
86232,54780,7442
86233,6581,5261
86234,55364,98473
86235,88241,2589
86236,37486,22558
86237,6604,98881
86238,45375,51137
86239,97979,18544
86240,73994,80127
86241,15367,17502
86242,70754,1742
86243,20891,32789
86244,86905,97410
86245,81049,54014
86246,93011,92913
86247,85723,49793
86248,83334,36335
86249,2208,17157
86250,87545,98459
86251,93436,64347
86252,13372,15114
86253,82592,81827
86254,27555,15882
86255,93170,4891
86256,76182,6005
86257,82462,71317
86258,60211,83044
86259,71191,27198
86260,45534,65912
86261,8487,32859
86262,79659,30029
86263,74319,1639
86264,31401,92282
86265,72846,41345
86266,85396,1018
86267,29714,63948
86268,83272,76577
86269,18489,83344
86270,1126,17881
86271,64309,4282
86272,62620,55689
86273,58405,7074
86274,435,99334
86275,87828,18729
86276,39721,70071
86277,5731,69881
86278,96409,24186
86279,26279,81833
86280,50505,57474
86281,50292,66229
86282,17432,67497
86283,82291,45744
86284,65433,17652
86285,39059,10812
86286,20576,67498
86287,48034,23572
86288,35852,43617
86289,31861,69711
86290,59578,17419
86291,60881,62307
86292,8144,87227
86293,8217,16187
86294,60370,95625
86295,7586,60111
86296,41712,75896
86297,45049,69756
86298,76773,6026
86299,80328,51735
86300,44131,14703
86301,49791,93779
86302,40649,19490
86303,19847,45162
86304,19186,95061
86305,7081,2440
86306,5961,16564
86307,88156,70602
86308,24512,7601
86309,101512,2733
86310,71665,80558
86311,101022,44817
86312,15949,99885
86313,93682,62432
86314,85938,85846
86315,72577,52992
86316,22581,86263
86317,90937,64645
86318,41364,42790
86319,28370,91133
86320,82266,42213
86321,101115,37251
86322,22471,64270
86323,85806,26136
86324,57364,7987
86325,586,74351
86326,1308,15846
86327,22649,91623
86328,40170,94200
86329,36120,17203
86330,68732,3779
86331,21044,26385
86332,42928,35948
86333,82674,89675
86334,93248,15995
86335,5908,96865
86336,29279,1296
86337,87576,42323
86338,11779,37661
86339,45853,55326
86340,26700,11458
86341,77136,91209
86342,35631,68192
86343,76081,47771
86344,49993,18747
86345,75466,53095
86346,79073,13021
86347,37611,83361
86348,18801,64085
86349,50465,59473
86350,7890,47017
86351,100832,25362
86352,10405,86340
86353,51175,52399
86354,41497,65008
86355,63469,40735
86356,83198,76084
86357,41252,94239
86358,50164,30726
86359,10244,18840
86360,86083,68538
86361,18131,96788
86362,17350,77640
86363,96672,96617
86364,41342,23265
86365,87636,51558
86366,75584,88688
86367,101474,39577
86368,92832,19206
86369,20054,8643
86370,12490,87373
86371,78221,10938
86372,38665,23110
86373,18791,43819
86374,2260,60188
86375,50794,42429
86376,77215,8770
86377,12223,11926
86378,18691,10651
86379,95117,38236
86380,94270,73368
86381,28143,7183
86382,85917,39133
86383,22448,23263
86384,80660,96180
86385,55743,40149
86386,80935,65201
86387,7023,29212
86388,98862,27523
86389,100034,28726
86390,1989,75605
86391,72247,29000
86392,37591,30349
86393,64410,56996
86394,24260,2093
86395,75567,53474
86396,10563,41241
86397,63486,9667
86398,98868,559
86399,5696,7980
86400,2539,24723
86401,93271,95650
86402,73379,33591
86403,57359,4505
86404,61977,21963
86405,77880,86608
86406,13178,26836
86407,61164,85292
86408,12912,33090
86409,36992,16302
86410,80122,90585
86411,87899,40793
86412,8083,72827
86413,19611,72911
86414,10928,77008
86415,20048,79265
86416,14819,66715
86417,40463,76676
86418,70554,54830
86419,42763,38000
86420,50820,85935
86421,71383,21263
86422,56788,62423
86423,98930,33958
86424,20354,37205
86425,90460,74214
86426,98007,82807
86427,56594,90958
86428,15254,277
86429,43772,11537
86430,93804,45145
86431,46389,92994
86432,62842,12097
86433,24963,17659
86434,48990,76303
86435,98037,54318
86436,74575,37793
86437,99767,57752
86438,68043,57015
86439,58810,37595
86440,49137,11224
86441,63258,50781
86442,70983,12789
86443,16339,70083
86444,40364,56488
86445,54626,5973
86446,54274,47507
86447,77766,81497
86448,43276,26313
86449,64912,57041
86450,90461,25859
86451,20959,60908
86452,38657,3393
86453,19712,85298
86454,21861,48351
86455,87722,58921
86456,2093,10468
86457,16659,5937
86458,83724,57555
86459,2205,44101
86460,55201,17349
86461,65067,75988
86462,4040,65898
86463,85620,52618
86464,44621,61994
86465,19416,59445
86466,90674,37906
86467,30944,82620
86468,97298,25871
86469,36461,75971
86470,83442,52025
86471,90093,47379
86472,89353,88718
86473,76047,99033
86474,70053,47508
86475,44053,19085
86476,87482,84672
86477,72452,37117
86478,13442,51803
86479,14139,38418
86480,35313,17893
86481,37276,98044
86482,22438,6693
86483,23697,48755
86484,74352,80113
86485,5083,54587
86486,84457,42254
86487,18085,99678
86488,86234,74541
86489,100075,35394
86490,98853,31193
86491,70593,80140
86492,80642,42910
86493,75608,37698
86494,26219,43271
86495,4067,81570
86496,10836,5202
86497,55527,87795
86498,21726,26599
86499,88826,18863
86500,58485,46879
86501,38649,78026
86502,10293,96985
86503,79074,53075
86504,88577,20587
86505,85521,85559
86506,20331,70317
86507,52474,10700
86508,20613,52065
86509,95741,68357
86510,14378,57786
86511,8174,72542
86512,16985,38965
86513,43877,52422
86514,70992,55760
86515,25065,99777
86516,40435,44550
86517,78803,88253
86518,87355,97617
86519,52147,43793
86520,15012,99421
86521,884,1597
86522,99593,47423
86523,91157,90787
86524,97278,55520
86525,64209,86591
86526,2018,74047
86527,74459,51227
86528,55196,96870
86529,85650,64095
86530,44674,43043
86531,71920,44143
86532,10417,17854
86533,29687,54661
86534,18915,22847
86535,6294,25965
86536,21874,48030
86537,19171,88950
86538,24014,45862
86539,71702,40427
86540,8636,87464
86541,45670,93260
86542,5105,36401
86543,35267,99927
86544,47484,79513
86545,82316,94515
86546,57722,3195
86547,63055,82177
86548,79120,3387
86549,80229,96835
86550,57136,25011
86551,84472,57156
86552,16244,96618
86553,8376,32523
86554,73568,83830
86555,71727,46751
86556,98721,34060
86557,56288,16727
86558,74363,45306
86559,26639,8933
86560,61848,96907
86561,29921,69233
86562,76006,12223
86563,88214,6421
86564,32080,91451
86565,21685,85549
86566,61943,81215
86567,89857,66323
86568,4742,71033
86569,13103,22496
86570,7302,82464
86571,97216,38443
86572,35722,5261
86573,26982,14086
86574,62081,42530
86575,54232,89332
86576,54914,3666
86577,19091,30609
86578,23344,20328
86579,84841,37868
86580,39972,55374
86581,101291,97917
86582,31707,13544
86583,34942,71351
86584,23724,97180
86585,14036,48272
86586,1063,74500
86587,28234,56612
86588,95756,57360
86589,47925,91553
86590,94255,4559
86591,95763,3124
86592,100673,15409
86593,71492,3315
86594,65921,74305
86595,32997,24663
86596,62772,48914
86597,78003,89255
86598,46918,95677
86599,77445,15416
86600,97876,70582
86601,33910,25432
86602,27069,13368
86603,17654,20268
86604,24687,23222
86605,65621,2230
86606,98765,84136
86607,3862,49592
86608,92636,59780
86609,83890,52856
86610,38788,885
86611,97636,60896
86612,11696,75360
86613,80405,2643
86614,5611,87977
86615,78412,30815
86616,2609,45976
86617,4383,37174
86618,74704,55794
86619,79557,31174
86620,82212,12124
86621,4535,85616
86622,58261,17061
86623,78726,76095
86624,59264,91235
86625,29962,7204
86626,99097,28396
86627,75327,96860
86628,95728,2765
86629,99103,95680
86630,2170,23619
86631,62673,28300
86632,83944,79823
86633,34684,57491
86634,78898,32705
86635,91763,21653
86636,42775,64230
86637,20563,86999
86638,50059,90955
86639,101142,37428
86640,88042,53155
86641,3167,77085
86642,9916,29081
86643,64944,96231
86644,38636,10762
86645,46179,50696
86646,79287,16848
86647,17023,95763
86648,47693,46763
86649,72547,41983
86650,14728,7318
86651,66780,28878
86652,54242,1767
86653,43589,91348
86654,53220,52325
86655,24850,88768
86656,45837,68011
86657,87212,5682
86658,11442,91971
86659,48832,63450
86660,44852,63161
86661,7361,57782
86662,36980,36100
86663,60441,78083
86664,43684,25550
86665,72866,34949
86666,25558,40349
86667,69446,82391
86668,50474,34193
86669,56851,78197
86670,46835,7097
86671,66828,83361
86672,48077,45842
86673,75649,21028
86674,58462,22789
86675,39692,35499
86676,71403,54024
86677,94251,89491
86678,70224,72749
86679,69329,43535
86680,85477,61870
86681,44161,79061
86682,55524,4770
86683,100081,43153
86684,52680,67092
86685,12152,59146
86686,65017,10357
86687,17236,47226
86688,87577,52502
86689,31952,95425
86690,95275,59886
86691,15713,55427
86692,55756,76325
86693,34771,7535
86694,98172,57750
86695,19421,84186
86696,10125,40517
86697,64399,30347
86698,93430,57350
86699,56244,28924
86700,52,86935
86701,14587,20387
86702,30172,98943
86703,71054,39375
86704,14233,60279
86705,94340,9146
86706,95748,36880
86707,61653,54080
86708,62819,95654
86709,98238,61063
86710,78598,34750
86711,58380,40601
86712,10559,9150
86713,53066,37632
86714,29492,84713
86715,82039,98266
86716,36021,10929
86717,83528,37313
86718,38533,35043
86719,77290,34101
86720,23029,75457
86721,40663,29166
86722,71001,90668
86723,14468,24306
86724,29283,80325
86725,652,12242
86726,80072,80011
86727,70455,45831
86728,97563,14434
86729,82784,12775
86730,64900,69687
86731,54348,71940
86732,67130,28764
86733,3312,49740
86734,5493,4623
86735,15074,70993
86736,46371,38973
86737,6910,24164
86738,96307,57391
86739,87702,63318
86740,21957,7050
86741,98686,73198
86742,59199,10860
86743,97830,71284
86744,60197,98818
86745,63664,62218
86746,96875,83119
86747,62917,7512
86748,81916,76369
86749,19735,12552
86750,71492,91700
86751,82485,70298
86752,94476,88145
86753,96881,11393
86754,101511,7682
86755,79161,20231
86756,11784,45879
86757,91483,4589
86758,37814,39438
86759,7169,45220
86760,91332,71871
86761,86403,12032
86762,28896,31285
86763,50007,87999
86764,27010,18802
86765,59662,53283
86766,85605,54285
86767,50978,59464
86768,76130,1090
86769,55974,9522
86770,26153,63704
86771,95690,16197
86772,93038,4761
86773,43148,36958
86774,46912,37875
86775,54255,46136
86776,68449,45790
86777,16958,28382
86778,79127,88993
86779,88743,43569
86780,86744,18568
86781,86650,54857
86782,63824,65002
86783,29702,71343
86784,87267,11422
86785,43025,98070
86786,54234,21885
86787,100483,52883
86788,4657,62259
86789,55077,69326
86790,67017,62763
86791,63661,65681
86792,66910,83893
86793,88165,39822
86794,27719,79392
86795,31792,45169
86796,510,16005
86797,13894,47349
86798,11575,89331
86799,62181,64662
86800,34357,85969
86801,62636,99015
86802,47561,44798
86803,81182,76933
86804,32754,96547
86805,50466,1897
86806,69512,4643
86807,92476,53999
86808,73829,46832
86809,92488,15961
86810,93496,35207
86811,10476,49639
86812,17857,21997
86813,6078,23120
86814,89306,79470
86815,17189,47319
86816,87947,34332
86817,15651,38736
86818,26558,67350
86819,43887,36814
86820,59579,62276
86821,92077,74983
86822,14867,56476
86823,77980,28147
86824,45140,68489
86825,23815,98519
86826,80081,9107
86827,73653,15454
86828,21701,56069
86829,101586,2114
86830,14479,95575
86831,95062,24176
86832,45874,93789
86833,61305,94091
86834,8008,19140
86835,40686,90987
86836,36385,48483
86837,66751,59826
86838,69076,53621
86839,57126,58310
86840,6950,1731
86841,28231,96288
86842,62102,50507
86843,46359,97804
86844,17278,8303
86845,1784,40178
86846,90648,20421
86847,2255,55499
86848,60592,83891
86849,71035,99396
86850,30135,18540
86851,4235,8379
86852,22536,14822
86853,37276,97106
86854,24632,79212
86855,83045,89299
86856,13182,40148
86857,26540,32920
86858,65814,38069
86859,26030,2946
86860,1363,29128
86861,14706,72682
86862,68637,39800
86863,22587,93927
86864,62922,39293
86865,73892,19077
86866,97961,42385
86867,98792,28801
86868,38229,42527
86869,26407,71945
86870,13549,8738
86871,67396,72789
86872,70484,8612
86873,77442,5850
86874,69896,38498
86875,38653,31425
86876,40585,8185
86877,85127,53223
86878,78311,29957
86879,4262,31283
86880,86962,66040
86881,347,89340
86882,21327,86109
86883,26597,58560
86884,59464,11767
86885,72126,59078
86886,42663,19340
86887,27165,4083
86888,58417,28102
86889,20654,49942
86890,65678,54824
86891,98413,27886
86892,93253,19520
86893,75593,89815
86894,43483,71689
86895,55749,92649
86896,21483,79013
86897,71824,97123
86898,4891,78284
86899,15856,30338
86900,76597,18314
86901,30179,21525
86902,64445,68154
86903,80102,72688
86904,83965,87933
86905,6025,36328
86906,77485,61595
86907,87393,24465
86908,26077,59745
86909,93183,64587
86910,74968,39165
86911,40008,68471
86912,98190,55880
86913,5656,50308
86914,88624,57243
86915,18969,95307
86916,36058,44188
86917,36303,53440
86918,42856,73189
86919,22790,85134
86920,99068,53834
86921,92294,14956
86922,96133,10671
86923,92972,8094
86924,18522,16710
86925,52826,3098
86926,72298,63898
86927,26254,7439
86928,55621,71720
86929,47270,94464
86930,76003,46048
86931,63709,47922
86932,79803,75009
86933,77371,63617
86934,16816,11050
86935,53977,99620
86936,90514,49143
86937,31069,45479
86938,48123,21395
86939,56149,66273
86940,1791,81972
86941,100365,89779
86942,93317,47248
86943,26899,98355
86944,9707,82242
86945,62229,21173
86946,9356,26106
86947,36287,34422
86948,30469,73253
86949,88020,87030
86950,69956,24180
86951,69660,84895
86952,4754,44110
86953,41845,40169
86954,96139,86870
86955,95938,45646
86956,10645,64882
86957,24660,34322
86958,31632,27841
86959,90448,11087
86960,67852,39628
86961,94586,92574
86962,30197,10559
86963,101426,26649
86964,95516,47294
86965,86709,75413
86966,31460,20925
86967,70424,82901
86968,62352,81355
86969,86527,28192
86970,45971,17497
86971,77585,13372
86972,65570,83431
86973,25594,29589
86974,82256,83215
86975,53613,17580
86976,59590,17289
86977,91324,57353
86978,94361,37509
86979,51714,19126
86980,91489,82963
86981,43739,86817
86982,12188,76620
86983,73268,76610
86984,42304,53580
86985,36406,26976
86986,18790,62040
86987,20074,52497
86988,74396,90966
86989,99950,22239
86990,69781,69823
86991,15901,70763
86992,88445,57692
86993,54905,59360
86994,88720,74147
86995,44239,57337
86996,45944,77561
86997,99532,97987
86998,7888,61061
86999,6487,97513
87000,14051,84818
87001,54755,12339
87002,39711,95571
87003,100691,80025
87004,56491,24022
87005,98283,85044
87006,71262,64301
87007,81524,87600
87008,75382,29760
87009,11212,63637
87010,37634,25320
87011,14931,35567
87012,81537,88933
87013,97967,18720
87014,33059,85290
87015,17021,11555
87016,5805,64672
87017,48210,95581
87018,29790,67926
87019,9428,92453
87020,77463,35759
87021,31078,16365
87022,89077,2078
87023,98167,70161
87024,31041,32024
87025,50652,50573
87026,51766,97741
87027,41242,42444
87028,96190,38752
87029,62173,84328
87030,46768,5683
87031,53947,61104
87032,65777,36039
87033,99202,19306
87034,23996,62325
87035,5849,96389
87036,98266,96593
87037,85004,29351
87038,21187,34384
87039,3457,64968
87040,63659,80449
87041,46292,96295
87042,13359,73590
87043,100685,51311
87044,88848,19978
87045,91350,13719
87046,49421,45795
87047,48117,64335
87048,93516,13695
87049,65572,55136
87050,29229,65882
87051,5640,32714
87052,81070,25098
87053,51084,36379
87054,95711,65500
87055,47599,32869
87056,40046,25495
87057,25929,95654
87058,16173,44023
87059,28158,47950
87060,99376,73886
87061,12841,24594
87062,89029,12673
87063,100945,60481
87064,80737,78605
87065,36372,42528
87066,21909,3098
87067,50603,90712
87068,21811,68273
87069,10717,72931
87070,23091,47527
87071,48875,78089
87072,54928,44639
87073,84060,22906
87074,98048,95129
87075,81342,75450
87076,80869,31790
87077,47616,57178
87078,19722,75215
87079,25236,47605
87080,43709,24967
87081,7605,557
87082,59480,54052
87083,74800,70569
87084,65247,43092
87085,41631,93796
87086,44293,60184
87087,46572,18368
87088,42025,31591
87089,9137,77401
87090,79554,9627
87091,34850,1336
87092,27558,93429
87093,57110,25024
87094,13239,11517
87095,34201,66193
87096,88580,1684
87097,98273,62612
87098,5620,79185
87099,172,30230
87100,69970,24647
87101,13323,68987
87102,16251,56661
87103,34454,68331
87104,12048,57384
87105,11216,8653
87106,23958,83863
87107,52516,21672
87108,8799,26791
87109,18881,13512
87110,25308,20188
87111,61140,32774
87112,67230,26284
87113,85024,16914
87114,4223,88846
87115,43154,97127
87116,52415,88941
87117,34902,57223
87118,33814,62634
87119,80287,69839
87120,29409,433
87121,5643,16106
87122,86934,27856
87123,53156,61893
87124,26588,35217
87125,45614,14564
87126,99189,77630
87127,37410,68408
87128,90419,13857
87129,60790,83068
87130,99902,42731
87131,63662,45874
87132,88807,3197
87133,16603,85667
87134,96068,17594
87135,50382,68073
87136,23976,44374
87137,85718,41888
87138,40246,9594
87139,79686,73419
87140,15793,85330
87141,18589,25466
87142,89512,59296
87143,95818,37241
87144,31746,99710
87145,35837,73175
87146,69964,55981
87147,84602,92204
87148,64168,64653
87149,58205,21516
87150,13355,56213
87151,35759,17162
87152,64843,76855
87153,95162,40529
87154,26635,2504
87155,11017,93029
87156,48593,48869
87157,47830,62877
87158,62543,49198
87159,279,58613
87160,71176,35808
87161,56942,97252
87162,30123,18966
87163,74831,33350
87164,14994,45056
87165,50221,25279
87166,1053,7250
87167,16767,61026
87168,96297,2056
87169,57405,29328
87170,15120,2232
87171,84104,36549
87172,3889,47256
87173,65074,16732
87174,82705,55517
87175,20640,20971
87176,56175,81332
87177,83565,2769
87178,24202,51255
87179,82215,96417
87180,10805,63000
87181,74336,97419
87182,60270,46954
87183,52193,84076
87184,81306,66985
87185,33162,52155
87186,51793,33953
87187,64786,64129
87188,48923,65505
87189,94756,90444
87190,27986,85499
87191,56742,33027
87192,33691,25263
87193,73742,10138
87194,24209,76804
87195,35618,77538
87196,88840,2429
87197,64721,88646
87198,19201,85552
87199,3599,16685
87200,75986,52608
87201,61767,47213
